,company_id,day,employee_headcount
5734,11.0,2012-05-14,12.0
5735,12.0,2012-05-14,12.0
5736,1.0,2012-05-15,4799.0
5737,2.0,2012-05-15,2318.0
5738,3.0,2012-05-15,1581.0
5739,4.0,2012-05-15,1195.0
5740,5.0,2012-05-15,1026.0
5741,6.0,2012-05-15,740.0
5742,7.0,2012-05-15,722.0
5743,8.0,2012-05-15,599.0
5744,9.0,2012-05-15,546.0
5745,10.0,2012-05-15,496.0
5746,11.0,2012-05-15,12.0
5747,12.0,2012-05-15,12.0
5748,1.0,2012-05-16,4799.0
5749,2.0,2012-05-16,2318.0
5750,3.0,2012-05-16,1581.0
5751,4.0,2012-05-16,1195.0
5752,5.0,2012-05-16,1026.0
5753,6.0,2012-05-16,740.0
5754,7.0,2012-05-16,722.0
5755,8.0,2012-05-16,600.0
5756,9.0,2012-05-16,546.0
5757,10.0,2012-05-16,496.0
5758,11.0,2012-05-16,12.0
5759,12.0,2012-05-16,12.0
5760,1.0,2012-05-17,4799.0
5761,2.0,2012-05-17,2318.0
5762,3.0,2012-05-17,1581.0
5763,4.0,2012-05-17,1195.0
5764,5.0,2012-05-17,1026.0
5765,6.0,2012-05-17,740.0
5766,7.0,2012-05-17,722.0
5767,8.0,2012-05-17,600.0
5768,9.0,2012-05-17,546.0
5769,10.0,2012-05-17,496.0
5770,11.0,2012-05-17,12.0
5771,12.0,2012-05-17,12.0
5772,1.0,2012-05-18,4799.0
5773,2.0,2012-05-18,2318.0
5774,3.0,2012-05-18,1581.0
5775,4.0,2012-05-18,1195.0
5776,5.0,2012-05-18,1026.0
5777,6.0,2012-05-18,740.0
5778,7.0,2012-05-18,722.0
5779,8.0,2012-05-18,600.0
5780,9.0,2012-05-18,546.0
5781,10.0,2012-05-18,496.0
5782,11.0,2012-05-18,12.0
5783,12.0,2012-05-18,12.0
5784,1.0,2012-05-19,4799.0
5785,2.0,2012-05-19,2318.0
5786,3.0,2012-05-19,1581.0
5787,4.0,2012-05-19,1195.0
5788,5.0,2012-05-19,1026.0
5789,6.0,2012-05-19,740.0
5790,7.0,2012-05-19,722.0
5791,8.0,2012-05-19,600.0
5792,9.0,2012-05-19,546.0
5793,10.0,2012-05-19,496.0
5794,11.0,2012-05-19,12.0
5795,12.0,2012-05-19,12.0
5796,1.0,2012-05-20,4799.0
5797,2.0,2012-05-20,2318.0
5798,3.0,2012-05-20,1581.0
5799,4.0,2012-05-20,1195.0
5800,5.0,2012-05-20,1026.0
5801,6.0,2012-05-20,740.0
5802,7.0,2012-05-20,722.0
5803,8.0,2012-05-20,600.0
5804,9.0,2012-05-20,546.0
5805,10.0,2012-05-20,496.0
5806,11.0,2012-05-20,12.0
5807,12.0,2012-05-20,12.0
5808,1.0,2012-05-21,4805.0
5809,2.0,2012-05-21,2319.0
5810,3.0,2012-05-21,1584.0
5811,4.0,2012-05-21,1196.0
5812,5.0,2012-05-21,1026.0
5813,6.0,2012-05-21,741.0
5814,7.0,2012-05-21,723.0
5815,8.0,2012-05-21,601.0
5816,9.0,2012-05-21,546.0
5817,10.0,2012-05-21,497.0
5818,11.0,2012-05-21,12.0
5819,12.0,2012-05-21,12.0
5820,1.0,2012-05-22,4806.0
5821,2.0,2012-05-22,2319.0
5822,3.0,2012-05-22,1584.0
5823,4.0,2012-05-22,1196.0
5824,5.0,2012-05-22,1026.0
5825,6.0,2012-05-22,741.0
5826,7.0,2012-05-22,723.0
5827,8.0,2012-05-22,601.0
5828,9.0,2012-05-22,546.0
5829,10.0,2012-05-22,497.0
5830,11.0,2012-05-22,12.0
5831,12.0,2012-05-22,12.0
5832,1.0,2012-05-23,4806.0
5833,2.0,2012-05-23,2319.0
5834,3.0,2012-05-23,1584.0
5835,4.0,2012-05-23,1196.0
5836,5.0,2012-05-23,1026.0
5837,6.0,2012-05-23,741.0
5838,7.0,2012-05-23,723.0
5839,8.0,2012-05-23,601.0
5840,9.0,2012-05-23,546.0
5841,10.0,2012-05-23,497.0
5842,11.0,2012-05-23,12.0
5843,12.0,2012-05-23,12.0
5844,1.0,2012-05-24,4806.0
5845,2.0,2012-05-24,2319.0
5846,3.0,2012-05-24,1584.0
5847,4.0,2012-05-24,1196.0
5848,5.0,2012-05-24,1026.0
5849,6.0,2012-05-24,741.0
5850,7.0,2012-05-24,723.0
5851,8.0,2012-05-24,601.0
5852,9.0,2012-05-24,546.0
5853,10.0,2012-05-24,497.0
5854,11.0,2012-05-24,12.0
5855,12.0,2012-05-24,12.0
5856,1.0,2012-05-25,4806.0
5857,2.0,2012-05-25,2319.0
5858,3.0,2012-05-25,1584.0
5859,4.0,2012-05-25,1196.0
5860,5.0,2012-05-25,1026.0
5861,6.0,2012-05-25,741.0
5862,7.0,2012-05-25,723.0
5863,8.0,2012-05-25,601.0
5864,9.0,2012-05-25,546.0
5865,10.0,2012-05-25,497.0
5866,11.0,2012-05-25,12.0
5867,12.0,2012-05-25,12.0
5868,1.0,2012-05-26,4806.0
5869,2.0,2012-05-26,2319.0
5870,3.0,2012-05-26,1584.0
5871,4.0,2012-05-26,1196.0
5872,5.0,2012-05-26,1026.0
5873,6.0,2012-05-26,741.0
5874,7.0,2012-05-26,723.0
5875,8.0,2012-05-26,601.0
5876,9.0,2012-05-26,546.0
5877,10.0,2012-05-26,497.0
5878,11.0,2012-05-26,12.0
5879,12.0,2012-05-26,12.0
5880,1.0,2012-05-27,4806.0
5881,2.0,2012-05-27,2319.0
5882,3.0,2012-05-27,1584.0
5883,4.0,2012-05-27,1196.0
5884,5.0,2012-05-27,1026.0
5885,6.0,2012-05-27,741.0
5886,7.0,2012-05-27,723.0
5887,8.0,2012-05-27,601.0
5888,9.0,2012-05-27,546.0
5889,10.0,2012-05-27,497.0
5890,11.0,2012-05-27,12.0
5891,12.0,2012-05-27,12.0
5892,1.0,2012-05-28,4806.0
5893,2.0,2012-05-28,2319.0
5894,3.0,2012-05-28,1584.0
5895,4.0,2012-05-28,1196.0
5896,5.0,2012-05-28,1026.0
5897,6.0,2012-05-28,741.0
5898,7.0,2012-05-28,723.0
5899,8.0,2012-05-28,601.0
5900,9.0,2012-05-28,546.0
5901,10.0,2012-05-28,497.0
5902,11.0,2012-05-28,12.0
5903,12.0,2012-05-28,12.0
5904,1.0,2012-05-29,4810.0
5905,2.0,2012-05-29,2321.0
5906,3.0,2012-05-29,1587.0
5907,4.0,2012-05-29,1197.0
5908,5.0,2012-05-29,1028.0
5909,6.0,2012-05-29,742.0
5910,7.0,2012-05-29,724.0
5911,8.0,2012-05-29,601.0
5912,9.0,2012-05-29,547.0
5913,10.0,2012-05-29,498.0
5914,11.0,2012-05-29,12.0
5915,12.0,2012-05-29,12.0
5916,1.0,2012-05-30,4811.0
5917,2.0,2012-05-30,2321.0
5918,3.0,2012-05-30,1587.0
5919,4.0,2012-05-30,1198.0
5920,5.0,2012-05-30,1028.0
5921,6.0,2012-05-30,742.0
5922,7.0,2012-05-30,724.0
5923,8.0,2012-05-30,601.0
5924,9.0,2012-05-30,547.0
5925,10.0,2012-05-30,498.0
5926,11.0,2012-05-30,12.0
5927,12.0,2012-05-30,12.0
5928,1.0,2012-05-31,4811.0
5929,2.0,2012-05-31,2321.0
5930,3.0,2012-05-31,1587.0
5931,4.0,2012-05-31,1198.0
5932,5.0,2012-05-31,1028.0
5933,6.0,2012-05-31,742.0
5934,7.0,2012-05-31,724.0
5935,8.0,2012-05-31,601.0
5936,9.0,2012-05-31,547.0
5937,10.0,2012-05-31,498.0
5938,11.0,2012-05-31,12.0
5939,12.0,2012-05-31,12.0
5940,1.0,2012-06-01,4811.0
5941,2.0,2012-06-01,2321.0
5942,3.0,2012-06-01,1587.0
5943,4.0,2012-06-01,1198.0
5944,5.0,2012-06-01,1028.0
5945,6.0,2012-06-01,742.0
5946,7.0,2012-06-01,724.0
5947,8.0,2012-06-01,601.0
5948,9.0,2012-06-01,547.0
5949,10.0,2012-06-01,498.0
5950,11.0,2012-06-01,12.0
5951,12.0,2012-06-01,12.0
5952,1.0,2012-06-02,4811.0
5953,2.0,2012-06-02,2321.0
5954,3.0,2012-06-02,1587.0
5955,4.0,2012-06-02,1198.0
5956,5.0,2012-06-02,1028.0
5957,6.0,2012-06-02,742.0
5958,7.0,2012-06-02,724.0
5959,8.0,2012-06-02,601.0
5960,9.0,2012-06-02,547.0
5961,10.0,2012-06-02,498.0
5962,11.0,2012-06-02,12.0
5963,12.0,2012-06-02,12.0
5964,1.0,2012-06-03,4811.0
5965,2.0,2012-06-03,2321.0
5966,3.0,2012-06-03,1587.0
5967,4.0,2012-06-03,1198.0
5968,5.0,2012-06-03,1028.0
5969,6.0,2012-06-03,742.0
5970,7.0,2012-06-03,724.0
5971,8.0,2012-06-03,601.0
5972,9.0,2012-06-03,547.0
5973,10.0,2012-06-03,498.0
5974,11.0,2012-06-03,12.0
5975,12.0,2012-06-03,12.0
5976,1.0,2012-06-04,4819.0
5977,2.0,2012-06-04,2324.0
5978,3.0,2012-06-04,1588.0
5979,4.0,2012-06-04,1198.0
5980,5.0,2012-06-04,1028.0
5981,6.0,2012-06-04,742.0
5982,7.0,2012-06-04,724.0
5983,8.0,2012-06-04,602.0
5984,9.0,2012-06-04,547.0
5985,10.0,2012-06-04,498.0
5986,11.0,2012-06-04,12.0
5987,12.0,2012-06-04,12.0
5988,1.0,2012-06-05,4822.0
5989,2.0,2012-06-05,2324.0
5990,3.0,2012-06-05,1588.0
5991,4.0,2012-06-05,1198.0
5992,5.0,2012-06-05,1029.0
5993,6.0,2012-06-05,742.0
5994,7.0,2012-06-05,724.0
5995,8.0,2012-06-05,602.0
5996,9.0,2012-06-05,547.0
5997,10.0,2012-06-05,498.0
5998,11.0,2012-06-05,12.0
5999,12.0,2012-06-05,12.0
6000,1.0,2012-06-06,4822.0
6001,2.0,2012-06-06,2324.0
6002,3.0,2012-06-06,1588.0
6003,4.0,2012-06-06,1198.0
6004,5.0,2012-06-06,1031.0
6005,6.0,2012-06-06,742.0
6006,7.0,2012-06-06,724.0
6007,8.0,2012-06-06,602.0
6008,9.0,2012-06-06,547.0
6009,10.0,2012-06-06,498.0
6010,11.0,2012-06-06,12.0
6011,12.0,2012-06-06,12.0
6012,1.0,2012-06-07,4822.0
6013,2.0,2012-06-07,2324.0
6014,3.0,2012-06-07,1588.0
6015,4.0,2012-06-07,1198.0
6016,5.0,2012-06-07,1031.0
6017,6.0,2012-06-07,742.0
6018,7.0,2012-06-07,724.0
6019,8.0,2012-06-07,602.0
6020,9.0,2012-06-07,547.0
6021,10.0,2012-06-07,498.0
6022,11.0,2012-06-07,12.0
6023,12.0,2012-06-07,12.0
6024,1.0,2012-06-08,4822.0
6025,2.0,2012-06-08,2324.0
6026,3.0,2012-06-08,1588.0
6027,4.0,2012-06-08,1198.0
6028,5.0,2012-06-08,1031.0
6029,6.0,2012-06-08,742.0
6030,7.0,2012-06-08,724.0
6031,8.0,2012-06-08,602.0
6032,9.0,2012-06-08,547.0
6033,10.0,2012-06-08,498.0
6034,11.0,2012-06-08,12.0
6035,12.0,2012-06-08,12.0
6036,1.0,2012-06-09,4822.0
6037,2.0,2012-06-09,2324.0
6038,3.0,2012-06-09,1588.0
6039,4.0,2012-06-09,1198.0
6040,5.0,2012-06-09,1031.0
6041,6.0,2012-06-09,742.0
6042,7.0,2012-06-09,724.0
6043,8.0,2012-06-09,602.0
6044,9.0,2012-06-09,547.0
6045,10.0,2012-06-09,498.0
6046,11.0,2012-06-09,12.0
6047,12.0,2012-06-09,12.0
6048,1.0,2012-06-10,4822.0
6049,2.0,2012-06-10,2324.0
6050,3.0,2012-06-10,1588.0
6051,4.0,2012-06-10,1198.0
6052,5.0,2012-06-10,1031.0
6053,6.0,2012-06-10,742.0
6054,7.0,2012-06-10,724.0
6055,8.0,2012-06-10,602.0
6056,9.0,2012-06-10,547.0
6057,10.0,2012-06-10,498.0
6058,11.0,2012-06-10,12.0
6059,12.0,2012-06-10,12.0
6060,1.0,2012-06-11,4828.0
6061,2.0,2012-06-11,2327.0
6062,3.0,2012-06-11,1588.0
6063,4.0,2012-06-11,1200.0
6064,5.0,2012-06-11,1031.0
6065,6.0,2012-06-11,743.0
6066,7.0,2012-06-11,724.0
6067,8.0,2012-06-11,604.0
6068,9.0,2012-06-11,548.0
6069,10.0,2012-06-11,498.0
6070,11.0,2012-06-11,12.0
6071,12.0,2012-06-11,12.0
6072,1.0,2012-06-12,4829.0
6073,2.0,2012-06-12,2329.0
6074,3.0,2012-06-12,1588.0
6075,4.0,2012-06-12,1200.0
6076,5.0,2012-06-12,1031.0
6077,6.0,2012-06-12,743.0
6078,7.0,2012-06-12,724.0
6079,8.0,2012-06-12,604.0
6080,9.0,2012-06-12,548.0
6081,10.0,2012-06-12,498.0
6082,11.0,2012-06-12,12.0
6083,12.0,2012-06-12,12.0
6084,1.0,2012-06-13,4829.0
6085,2.0,2012-06-13,2329.0
6086,3.0,2012-06-13,1588.0
6087,4.0,2012-06-13,1200.0
6088,5.0,2012-06-13,1031.0
6089,6.0,2012-06-13,743.0
6090,7.0,2012-06-13,724.0
6091,8.0,2012-06-13,604.0
6092,9.0,2012-06-13,548.0
6093,10.0,2012-06-13,498.0
6094,11.0,2012-06-13,12.0
6095,12.0,2012-06-13,12.0
6096,1.0,2012-06-14,4830.0
6097,2.0,2012-06-14,2329.0
6098,3.0,2012-06-14,1589.0
6099,4.0,2012-06-14,1200.0
6100,5.0,2012-06-14,1031.0
6101,6.0,2012-06-14,743.0
6102,7.0,2012-06-14,724.0
6103,8.0,2012-06-14,604.0
6104,9.0,2012-06-14,548.0
6105,10.0,2012-06-14,498.0
6106,11.0,2012-06-14,12.0
6107,12.0,2012-06-14,12.0
6108,1.0,2012-06-15,4830.0
6109,2.0,2012-06-15,2329.0
6110,3.0,2012-06-15,1589.0
6111,4.0,2012-06-15,1200.0
6112,5.0,2012-06-15,1031.0
6113,6.0,2012-06-15,743.0
6114,7.0,2012-06-15,724.0
6115,8.0,2012-06-15,604.0
6116,9.0,2012-06-15,548.0
6117,10.0,2012-06-15,498.0
6118,11.0,2012-06-15,12.0
6119,12.0,2012-06-15,12.0
6120,1.0,2012-06-16,4830.0
6121,2.0,2012-06-16,2329.0
6122,3.0,2012-06-16,1589.0
6123,4.0,2012-06-16,1200.0
6124,5.0,2012-06-16,1031.0
6125,6.0,2012-06-16,743.0
6126,7.0,2012-06-16,724.0
6127,8.0,2012-06-16,604.0
6128,9.0,2012-06-16,548.0
6129,10.0,2012-06-16,498.0
6130,11.0,2012-06-16,12.0
6131,12.0,2012-06-16,12.0
6132,1.0,2012-06-17,4830.0
6133,2.0,2012-06-17,2329.0
6134,3.0,2012-06-17,1589.0
6135,4.0,2012-06-17,1200.0
6136,5.0,2012-06-17,1031.0
6137,6.0,2012-06-17,743.0
6138,7.0,2012-06-17,724.0
6139,8.0,2012-06-17,604.0
6140,9.0,2012-06-17,548.0
6141,10.0,2012-06-17,498.0
6142,11.0,2012-06-17,12.0
6143,12.0,2012-06-17,12.0
6144,1.0,2012-06-18,4835.0
6145,2.0,2012-06-18,2330.0
6146,3.0,2012-06-18,1590.0
6147,4.0,2012-06-18,1201.0
6148,5.0,2012-06-18,1031.0
6149,6.0,2012-06-18,744.0
6150,7.0,2012-06-18,726.0
6151,8.0,2012-06-18,605.0
6152,9.0,2012-06-18,548.0
6153,10.0,2012-06-18,498.0
6154,11.0,2012-06-18,12.0
6155,12.0,2012-06-18,12.0
6156,1.0,2012-06-19,4836.0
6157,2.0,2012-06-19,2330.0
6158,3.0,2012-06-19,1590.0
6159,4.0,2012-06-19,1202.0
6160,5.0,2012-06-19,1031.0
6161,6.0,2012-06-19,744.0
6162,7.0,2012-06-19,726.0
6163,8.0,2012-06-19,605.0
6164,9.0,2012-06-19,548.0
6165,10.0,2012-06-19,498.0
6166,11.0,2012-06-19,12.0
6167,12.0,2012-06-19,12.0
6168,1.0,2012-06-20,4836.0
6169,2.0,2012-06-20,2330.0
6170,3.0,2012-06-20,1590.0
6171,4.0,2012-06-20,1202.0
6172,5.0,2012-06-20,1031.0
6173,6.0,2012-06-20,744.0
6174,7.0,2012-06-20,726.0
6175,8.0,2012-06-20,605.0
6176,9.0,2012-06-20,548.0
6177,10.0,2012-06-20,498.0
6178,11.0,2012-06-20,12.0
6179,12.0,2012-06-20,12.0
6180,1.0,2012-06-21,4836.0
6181,2.0,2012-06-21,2330.0
6182,3.0,2012-06-21,1590.0
6183,4.0,2012-06-21,1202.0
6184,5.0,2012-06-21,1031.0
6185,6.0,2012-06-21,744.0
6186,7.0,2012-06-21,726.0
6187,8.0,2012-06-21,605.0
6188,9.0,2012-06-21,548.0
6189,10.0,2012-06-21,498.0
6190,11.0,2012-06-21,12.0
6191,12.0,2012-06-21,12.0
6192,1.0,2012-06-22,4836.0
6193,2.0,2012-06-22,2330.0
6194,3.0,2012-06-22,1590.0
6195,4.0,2012-06-22,1202.0
6196,5.0,2012-06-22,1031.0
6197,6.0,2012-06-22,744.0
6198,7.0,2012-06-22,726.0
6199,8.0,2012-06-22,605.0
6200,9.0,2012-06-22,548.0
6201,10.0,2012-06-22,498.0
6202,11.0,2012-06-22,12.0
6203,12.0,2012-06-22,12.0
6204,1.0,2012-06-23,4836.0
6205,2.0,2012-06-23,2330.0
6206,3.0,2012-06-23,1590.0
6207,4.0,2012-06-23,1202.0
6208,5.0,2012-06-23,1031.0
6209,6.0,2012-06-23,744.0
6210,7.0,2012-06-23,726.0
6211,8.0,2012-06-23,605.0
6212,9.0,2012-06-23,548.0
6213,10.0,2012-06-23,498.0
6214,11.0,2012-06-23,12.0
6215,12.0,2012-06-23,12.0
6216,1.0,2012-06-24,4836.0
6217,2.0,2012-06-24,2330.0
6218,3.0,2012-06-24,1590.0
6219,4.0,2012-06-24,1202.0
6220,5.0,2012-06-24,1031.0
6221,6.0,2012-06-24,744.0
6222,7.0,2012-06-24,726.0
6223,8.0,2012-06-24,605.0
6224,9.0,2012-06-24,548.0
6225,10.0,2012-06-24,498.0
6226,11.0,2012-06-24,12.0
6227,12.0,2012-06-24,12.0
6228,1.0,2012-06-25,4840.0
6229,2.0,2012-06-25,2332.0
6230,3.0,2012-06-25,1594.0
6231,4.0,2012-06-25,1202.0
6232,5.0,2012-06-25,1032.0
6233,6.0,2012-06-25,744.0
6234,7.0,2012-06-25,726.0
6235,8.0,2012-06-25,605.0
6236,9.0,2012-06-25,548.0
6237,10.0,2012-06-25,498.0
6238,11.0,2012-06-25,12.0
6239,12.0,2012-06-25,12.0
6240,1.0,2012-06-26,4840.0
6241,2.0,2012-06-26,2332.0
6242,3.0,2012-06-26,1594.0
6243,4.0,2012-06-26,1202.0
6244,5.0,2012-06-26,1032.0
6245,6.0,2012-06-26,744.0
6246,7.0,2012-06-26,726.0
6247,8.0,2012-06-26,605.0
6248,9.0,2012-06-26,548.0
6249,10.0,2012-06-26,498.0
6250,11.0,2012-06-26,12.0
6251,12.0,2012-06-26,12.0
6252,1.0,2012-06-27,4842.0
6253,2.0,2012-06-27,2332.0
6254,3.0,2012-06-27,1594.0
6255,4.0,2012-06-27,1202.0
6256,5.0,2012-06-27,1032.0
6257,6.0,2012-06-27,744.0
6258,7.0,2012-06-27,726.0
6259,8.0,2012-06-27,605.0
6260,9.0,2012-06-27,548.0
6261,10.0,2012-06-27,498.0
6262,11.0,2012-06-27,12.0
6263,12.0,2012-06-27,12.0
6264,1.0,2012-06-28,4842.0
6265,2.0,2012-06-28,2332.0
6266,3.0,2012-06-28,1594.0
6267,4.0,2012-06-28,1202.0
6268,5.0,2012-06-28,1032.0
6269,6.0,2012-06-28,744.0
6270,7.0,2012-06-28,726.0
6271,8.0,2012-06-28,605.0
6272,9.0,2012-06-28,548.0
6273,10.0,2012-06-28,498.0
6274,11.0,2012-06-28,12.0
6275,12.0,2012-06-28,12.0
6276,1.0,2012-06-29,4842.0
6277,2.0,2012-06-29,2332.0
6278,3.0,2012-06-29,1594.0
6279,4.0,2012-06-29,1202.0
6280,5.0,2012-06-29,1032.0
6281,6.0,2012-06-29,744.0
6282,7.0,2012-06-29,726.0
6283,8.0,2012-06-29,605.0
6284,9.0,2012-06-29,548.0
6285,10.0,2012-06-29,498.0
6286,11.0,2012-06-29,12.0
6287,12.0,2012-06-29,12.0
6288,1.0,2012-06-30,4842.0
6289,2.0,2012-06-30,2332.0
6290,3.0,2012-06-30,1594.0
6291,4.0,2012-06-30,1202.0
6292,5.0,2012-06-30,1032.0
6293,6.0,2012-06-30,744.0
6294,7.0,2012-06-30,726.0
6295,8.0,2012-06-30,605.0
6296,9.0,2012-06-30,548.0
6297,10.0,2012-06-30,498.0
6298,11.0,2012-06-30,12.0
6299,12.0,2012-06-30,12.0
6300,1.0,2012-07-01,4842.0
6301,2.0,2012-07-01,2332.0
6302,3.0,2012-07-01,1594.0
6303,4.0,2012-07-01,1202.0
6304,5.0,2012-07-01,1032.0
6305,6.0,2012-07-01,744.0
6306,7.0,2012-07-01,726.0
6307,8.0,2012-07-01,605.0
6308,9.0,2012-07-01,548.0
6309,10.0,2012-07-01,498.0
6310,11.0,2012-07-01,12.0
6311,12.0,2012-07-01,12.0
6312,1.0,2012-07-02,4846.0
6313,2.0,2012-07-02,2332.0
6314,3.0,2012-07-02,1596.0
6315,4.0,2012-07-02,1204.0
6316,5.0,2012-07-02,1032.0
6317,6.0,2012-07-02,744.0
6318,7.0,2012-07-02,727.0
6319,8.0,2012-07-02,605.0
6320,9.0,2012-07-02,548.0
6321,10.0,2012-07-02,499.0
6322,11.0,2012-07-02,12.0
6323,12.0,2012-07-02,12.0
6324,1.0,2012-07-03,4846.0
6325,2.0,2012-07-03,2332.0
6326,3.0,2012-07-03,1596.0
6327,4.0,2012-07-03,1204.0
6328,5.0,2012-07-03,1033.0
6329,6.0,2012-07-03,744.0
6330,7.0,2012-07-03,727.0
6331,8.0,2012-07-03,605.0
6332,9.0,2012-07-03,548.0
6333,10.0,2012-07-03,499.0
6334,11.0,2012-07-03,12.0
6335,12.0,2012-07-03,12.0
6336,1.0,2012-07-04,4846.0
6337,2.0,2012-07-04,2332.0
6338,3.0,2012-07-04,1596.0
6339,4.0,2012-07-04,1204.0
6340,5.0,2012-07-04,1033.0
6341,6.0,2012-07-04,744.0
6342,7.0,2012-07-04,727.0
6343,8.0,2012-07-04,605.0
6344,9.0,2012-07-04,548.0
6345,10.0,2012-07-04,499.0
6346,11.0,2012-07-04,12.0
6347,12.0,2012-07-04,12.0
6348,1.0,2012-07-05,4848.0
6349,2.0,2012-07-05,2332.0
6350,3.0,2012-07-05,1598.0
6351,4.0,2012-07-05,1205.0
6352,5.0,2012-07-05,1033.0
6353,6.0,2012-07-05,744.0
6354,7.0,2012-07-05,727.0
6355,8.0,2012-07-05,605.0
6356,9.0,2012-07-05,548.0
6357,10.0,2012-07-05,499.0
6358,11.0,2012-07-05,12.0
6359,12.0,2012-07-05,12.0
6360,1.0,2012-07-06,4848.0
6361,2.0,2012-07-06,2332.0
6362,3.0,2012-07-06,1598.0
6363,4.0,2012-07-06,1205.0
6364,5.0,2012-07-06,1033.0
6365,6.0,2012-07-06,744.0
6366,7.0,2012-07-06,728.0
6367,8.0,2012-07-06,605.0
6368,9.0,2012-07-06,548.0
6369,10.0,2012-07-06,499.0
6370,11.0,2012-07-06,12.0
6371,12.0,2012-07-06,12.0
6372,1.0,2012-07-07,4848.0
6373,2.0,2012-07-07,2332.0
6374,3.0,2012-07-07,1598.0
6375,4.0,2012-07-07,1205.0
6376,5.0,2012-07-07,1033.0
6377,6.0,2012-07-07,744.0
6378,7.0,2012-07-07,728.0
6379,8.0,2012-07-07,605.0
6380,9.0,2012-07-07,548.0
6381,10.0,2012-07-07,499.0
6382,11.0,2012-07-07,12.0
6383,12.0,2012-07-07,12.0
6384,1.0,2012-07-08,4848.0
6385,2.0,2012-07-08,2332.0
6386,3.0,2012-07-08,1598.0
6387,4.0,2012-07-08,1205.0
6388,5.0,2012-07-08,1033.0
6389,6.0,2012-07-08,744.0
6390,7.0,2012-07-08,728.0
6391,8.0,2012-07-08,605.0
6392,9.0,2012-07-08,548.0
6393,10.0,2012-07-08,499.0
6394,11.0,2012-07-08,12.0
6395,12.0,2012-07-08,12.0
6396,1.0,2012-07-09,4858.0
6397,2.0,2012-07-09,2336.0
6398,3.0,2012-07-09,1599.0
6399,4.0,2012-07-09,1207.0
6400,5.0,2012-07-09,1035.0
6401,6.0,2012-07-09,747.0
6402,7.0,2012-07-09,729.0
6403,8.0,2012-07-09,605.0
6404,9.0,2012-07-09,548.0
6405,10.0,2012-07-09,499.0
6406,11.0,2012-07-09,12.0
6407,12.0,2012-07-09,12.0
6408,1.0,2012-07-10,4858.0
6409,2.0,2012-07-10,2336.0
6410,3.0,2012-07-10,1599.0
6411,4.0,2012-07-10,1207.0
6412,5.0,2012-07-10,1035.0
6413,6.0,2012-07-10,747.0
6414,7.0,2012-07-10,729.0
6415,8.0,2012-07-10,605.0
6416,9.0,2012-07-10,548.0
6417,10.0,2012-07-10,499.0
6418,11.0,2012-07-10,12.0
6419,12.0,2012-07-10,12.0
6420,1.0,2012-07-11,4859.0
6421,2.0,2012-07-11,2337.0
6422,3.0,2012-07-11,1599.0
6423,4.0,2012-07-11,1208.0
6424,5.0,2012-07-11,1035.0
6425,6.0,2012-07-11,747.0
6426,7.0,2012-07-11,729.0
6427,8.0,2012-07-11,605.0
6428,9.0,2012-07-11,548.0
6429,10.0,2012-07-11,500.0
6430,11.0,2012-07-11,12.0
6431,12.0,2012-07-11,12.0
6432,1.0,2012-07-12,4859.0
6433,2.0,2012-07-12,2338.0
6434,3.0,2012-07-12,1599.0
6435,4.0,2012-07-12,1208.0
6436,5.0,2012-07-12,1035.0
6437,6.0,2012-07-12,747.0
6438,7.0,2012-07-12,729.0
6439,8.0,2012-07-12,605.0
6440,9.0,2012-07-12,548.0
6441,10.0,2012-07-12,500.0
6442,11.0,2012-07-12,12.0
6443,12.0,2012-07-12,12.0
6444,1.0,2012-07-13,4859.0
6445,2.0,2012-07-13,2338.0
6446,3.0,2012-07-13,1599.0
6447,4.0,2012-07-13,1208.0
6448,5.0,2012-07-13,1035.0
6449,6.0,2012-07-13,747.0
6450,7.0,2012-07-13,729.0
6451,8.0,2012-07-13,605.0
6452,9.0,2012-07-13,548.0
6453,10.0,2012-07-13,500.0
6454,11.0,2012-07-13,12.0
6455,12.0,2012-07-13,12.0
6456,1.0,2012-07-14,4859.0
6457,2.0,2012-07-14,2338.0
6458,3.0,2012-07-14,1599.0
6459,4.0,2012-07-14,1208.0
6460,5.0,2012-07-14,1035.0
6461,6.0,2012-07-14,747.0
6462,7.0,2012-07-14,729.0
6463,8.0,2012-07-14,605.0
6464,9.0,2012-07-14,548.0
6465,10.0,2012-07-14,500.0
6466,11.0,2012-07-14,12.0
6467,12.0,2012-07-14,12.0
6468,1.0,2012-07-15,4859.0
6469,2.0,2012-07-15,2338.0
6470,3.0,2012-07-15,1599.0
6471,4.0,2012-07-15,1208.0
6472,5.0,2012-07-15,1035.0
6473,6.0,2012-07-15,747.0
6474,7.0,2012-07-15,729.0
6475,8.0,2012-07-15,605.0
6476,9.0,2012-07-15,548.0
6477,10.0,2012-07-15,500.0
6478,11.0,2012-07-15,12.0
6479,12.0,2012-07-15,12.0
6480,1.0,2012-07-16,4863.0
6481,2.0,2012-07-16,2342.0
6482,3.0,2012-07-16,1604.0
6483,4.0,2012-07-16,1209.0
6484,5.0,2012-07-16,1037.0
6485,6.0,2012-07-16,747.0
6486,7.0,2012-07-16,729.0
6487,8.0,2012-07-16,606.0
6488,9.0,2012-07-16,548.0
6489,10.0,2012-07-16,501.0
6490,11.0,2012-07-16,12.0
6491,12.0,2012-07-16,12.0
6492,1.0,2012-07-17,4863.0
